date,reference_entity,ticker,sector,adjusted_close
2025-01-13,Boeing,BA,Aerospace,170.57
2025-01-14,Boeing,BA,Aerospace,167.02
2025-01-15,Boeing,BA,Aerospace,166.2
2025-01-16,Boeing,BA,Aerospace,168.93
2025-01-17,Boeing,BA,Aerospace,171.09
2025-01-21,Boeing,BA,Aerospace,175.56
2025-01-22,Boeing,BA,Aerospace,174.8
2025-01-23,Boeing,BA,Aerospace,178.5
2025-01-24,Boeing,BA,Aerospace,176.06
2025-01-27,Boeing,BA,Aerospace,175.16
2025-01-28,Boeing,BA,Aerospace,177.78
2025-01-29,Boeing,BA,Aerospace,173.66
2025-01-30,Boeing,BA,Aerospace,179.53
2025-01-31,Boeing,BA,Aerospace,176.52
2025-02-03,Boeing,BA,Aerospace,175.87
2025-02-04,Boeing,BA,Aerospace,176.23
2025-02-05,Boeing,BA,Aerospace,181.84
2025-02-06,Boeing,BA,Aerospace,184.8
2025-02-07,Boeing,BA,Aerospace,181.49
2025-02-10,Boeing,BA,Aerospace,180.55
2025-02-11,Boeing,BA,Aerospace,180.44
2025-02-12,Boeing,BA,Aerospace,186.25
2025-02-13,Boeing,BA,Aerospace,185.44
2025-02-14,Boeing,BA,Aerospace,184.42
2025-02-18,Boeing,BA,Aerospace,184.97
2025-02-19,Boeing,BA,Aerospace,186.15
2025-02-20,Boeing,BA,Aerospace,180.88
2025-02-21,Boeing,BA,Aerospace,177.15
2025-02-24,Boeing,BA,Aerospace,179.91
2025-02-25,Boeing,BA,Aerospace,178.27
2025-02-26,Boeing,BA,Aerospace,173.04
2025-02-27,Boeing,BA,Aerospace,173.83
2025-02-28,Boeing,BA,Aerospace,174.63
2025-03-03,Boeing,BA,Aerospace,170.06
2025-03-04,Boeing,BA,Aerospace,158.9
2025-03-05,Boeing,BA,Aerospace,163.16
2025-03-06,Boeing,BA,Aerospace,158.43
2025-03-07,Boeing,BA,Aerospace,154.18
2025-03-10,Boeing,BA,Aerospace,148.15
2025-03-11,Boeing,BA,Aerospace,154.06
2025-03-12,Boeing,BA,Aerospace,158.8
2025-03-13,Boeing,BA,Aerospace,159.32
2025-03-14,Boeing,BA,Aerospace,161.81
2025-03-17,Boeing,BA,Aerospace,161.85
2025-03-18,Boeing,BA,Aerospace,161.57
2025-03-19,Boeing,BA,Aerospace,172.62
2025-03-20,Boeing,BA,Aerospace,172.83
2025-03-21,Boeing,BA,Aerospace,178.11
2025-03-24,Boeing,BA,Aerospace,180.9
2025-03-25,Boeing,BA,Aerospace,182.59
2025-03-26,Boeing,BA,Aerospace,178.55
2025-03-27,Boeing,BA,Aerospace,179.11
2025-03-28,Boeing,BA,Aerospace,173.31
2025-03-31,Boeing,BA,Aerospace,170.55
2025-04-01,Boeing,BA,Aerospace,168.17
2025-04-02,Boeing,BA,Aerospace,168.56
2025-04-03,Boeing,BA,Aerospace,150.91
2025-04-04,Boeing,BA,Aerospace,136.59
2025-04-07,Boeing,BA,Aerospace,138.86
2025-04-08,Boeing,BA,Aerospace,139.39
2025-04-09,Boeing,BA,Aerospace,160.82
2025-04-10,Boeing,BA,Aerospace,155.52
2025-04-11,Boeing,BA,Aerospace,156.84
2025-04-14,Boeing,BA,Aerospace,159.28
2025-04-15,Boeing,BA,Aerospace,155.52
2025-04-16,Boeing,BA,Aerospace,156.47
2025-04-17,Boeing,BA,Aerospace,161.9
2025-04-21,Boeing,BA,Aerospace,159.34
2025-04-22,Boeing,BA,Aerospace,162.52
2025-04-23,Boeing,BA,Aerospace,172.37
2025-04-24,Boeing,BA,Aerospace,176.26
2025-04-25,Boeing,BA,Aerospace,177.95
2025-04-28,Boeing,BA,Aerospace,182.3
2025-04-29,Boeing,BA,Aerospace,182.0
2025-04-30,Boeing,BA,Aerospace,183.24
2025-05-01,Boeing,BA,Aerospace,182.89
2025-05-02,Boeing,BA,Aerospace,185.46
2025-05-05,Boeing,BA,Aerospace,186.46
2025-05-06,Boeing,BA,Aerospace,185.96
2025-05-07,Boeing,BA,Aerospace,185.56
2025-05-08,Boeing,BA,Aerospace,191.7
2025-05-09,Boeing,BA,Aerospace,194.85
2025-05-12,Boeing,BA,Aerospace,198.53
2025-05-13,Boeing,BA,Aerospace,203.42
2025-05-14,Boeing,BA,Aerospace,204.72
2025-05-15,Boeing,BA,Aerospace,206.24
2025-05-16,Boeing,BA,Aerospace,205.82
2025-05-19,Boeing,BA,Aerospace,205.25
2025-05-20,Boeing,BA,Aerospace,207.67
2025-05-21,Boeing,BA,Aerospace,203.21
2025-05-22,Boeing,BA,Aerospace,203.41
2025-05-23,Boeing,BA,Aerospace,202.36
2025-05-27,Boeing,BA,Aerospace,201.03
2025-05-28,Boeing,BA,Aerospace,201.5
2025-05-29,Boeing,BA,Aerospace,208.18
2025-05-30,Boeing,BA,Aerospace,207.32
2025-06-02,Boeing,BA,Aerospace,211.47
2025-06-03,Boeing,BA,Aerospace,213.43
2025-06-04,Boeing,BA,Aerospace,211.98
2025-06-05,Boeing,BA,Aerospace,209.02
2025-06-06,Boeing,BA,Aerospace,210.8
2025-06-09,Boeing,BA,Aerospace,217.51
2025-06-10,Boeing,BA,Aerospace,215.73
2025-06-11,Boeing,BA,Aerospace,214.0
2025-06-12,Boeing,BA,Aerospace,203.75
2025-06-13,Boeing,BA,Aerospace,200.32
2025-06-16,Boeing,BA,Aerospace,201.7
2025-06-17,Boeing,BA,Aerospace,200.26
2025-06-18,Boeing,BA,Aerospace,197.68
2025-06-20,Boeing,BA,Aerospace,198.75
2025-06-23,Boeing,BA,Aerospace,201.31
2025-06-24,Boeing,BA,Aerospace,200.94
2025-06-25,Boeing,BA,Aerospace,198.9
2025-06-26,Boeing,BA,Aerospace,202.58
2025-06-27,Boeing,BA,Aerospace,214.55
2025-06-30,Boeing,BA,Aerospace,209.53
2025-07-01,Boeing,BA,Aerospace,209.79
2025-07-02,Boeing,BA,Aerospace,212.03
2025-07-03,Boeing,BA,Aerospace,215.92
2025-07-07,Boeing,BA,Aerospace,218.63
2025-07-08,Boeing,BA,Aerospace,218.52
2025-07-09,Boeing,BA,Aerospace,226.6
2025-07-10,Boeing,BA,Aerospace,226.09
2025-07-11,Boeing,BA,Aerospace,226.84
2025-07-14,Boeing,BA,Aerospace,230.51
2025-07-15,Boeing,BA,Aerospace,230.0
2025-07-16,Boeing,BA,Aerospace,229.9
2025-07-17,Boeing,BA,Aerospace,231.0
2025-07-18,Boeing,BA,Aerospace,229.34
2025-07-21,Boeing,BA,Aerospace,229.32
2025-07-22,Boeing,BA,Aerospace,228.48
2025-07-23,Boeing,BA,Aerospace,233.88
2025-07-24,Boeing,BA,Aerospace,231.27
2025-07-25,Boeing,BA,Aerospace,233.06
2025-07-28,Boeing,BA,Aerospace,236.41
2025-07-29,Boeing,BA,Aerospace,226.08
2025-07-30,Boeing,BA,Aerospace,225.84
2025-07-31,Boeing,BA,Aerospace,221.84
2025-08-01,Boeing,BA,Aerospace,221.9
2025-08-04,Boeing,BA,Aerospace,222.34
2025-08-05,Boeing,BA,Aerospace,224.86
2025-08-06,Boeing,BA,Aerospace,225.04
2025-08-07,Boeing,BA,Aerospace,227.33
2025-08-08,Boeing,BA,Aerospace,229.12
2025-08-11,Boeing,BA,Aerospace,225.96
2025-08-12,Boeing,BA,Aerospace,232.61
2025-08-13,Boeing,BA,Aerospace,233.37
2025-08-14,Boeing,BA,Aerospace,233.19
2025-08-15,Boeing,BA,Aerospace,235.26
2025-08-18,Boeing,BA,Aerospace,232.41
2025-08-19,Boeing,BA,Aerospace,225.0
2025-08-20,Boeing,BA,Aerospace,225.62
2025-08-21,Boeing,BA,Aerospace,224.46
2025-08-22,Boeing,BA,Aerospace,230.12
2025-08-25,Boeing,BA,Aerospace,226.87
2025-08-26,Boeing,BA,Aerospace,234.83
2025-08-27,Boeing,BA,Aerospace,235.62
2025-08-28,Boeing,BA,Aerospace,236.16
2025-08-29,Boeing,BA,Aerospace,234.68
2025-09-02,Boeing,BA,Aerospace,237.38
2025-09-03,Boeing,BA,Aerospace,232.38
2025-09-04,Boeing,BA,Aerospace,230.75
2025-09-05,Boeing,BA,Aerospace,229.61
2025-09-08,Boeing,BA,Aerospace,230.95
2025-09-09,Boeing,BA,Aerospace,229.52
2025-09-10,Boeing,BA,Aerospace,227.52
2025-09-11,Boeing,BA,Aerospace,219.99
2025-09-12,Boeing,BA,Aerospace,215.94
2025-09-15,Boeing,BA,Aerospace,215.75
2025-09-16,Boeing,BA,Aerospace,215.02
2025-09-17,Boeing,BA,Aerospace,214.63
2025-09-18,Boeing,BA,Aerospace,215.66
2025-09-19,Boeing,BA,Aerospace,215.65
2025-09-22,Boeing,BA,Aerospace,212.09
2025-09-23,Boeing,BA,Aerospace,216.34
2025-09-24,Boeing,BA,Aerospace,215.1
2025-09-25,Boeing,BA,Aerospace,213.53
2025-09-26,Boeing,BA,Aerospace,221.26
2025-09-29,Boeing,BA,Aerospace,217.08
2025-09-30,Boeing,BA,Aerospace,215.83
2025-10-01,Boeing,BA,Aerospace,215.2
2025-10-02,Boeing,BA,Aerospace,217.43
2025-10-03,Boeing,BA,Aerospace,216.3
2025-10-06,Boeing,BA,Aerospace,219.73
2025-10-07,Boeing,BA,Aerospace,221.82
2025-10-08,Boeing,BA,Aerospace,225.32
2025-10-09,Boeing,BA,Aerospace,216.0
2025-10-10,Boeing,BA,Aerospace,210.73
2025-10-13,Boeing,BA,Aerospace,215.56
2025-10-14,Boeing,BA,Aerospace,214.3
2025-10-15,Boeing,BA,Aerospace,214.0
2025-10-16,Boeing,BA,Aerospace,211.89
2025-10-17,Boeing,BA,Aerospace,212.94
2025-10-20,Boeing,BA,Aerospace,216.82
2025-10-21,Boeing,BA,Aerospace,217.26
2025-10-22,Boeing,BA,Aerospace,216.59
2025-10-23,Boeing,BA,Aerospace,217.77
2025-10-24,Boeing,BA,Aerospace,221.35
2025-10-27,Boeing,BA,Aerospace,223.0
2025-10-28,Boeing,BA,Aerospace,223.33
2025-10-29,Boeing,BA,Aerospace,213.58
2025-10-30,Boeing,BA,Aerospace,200.08
2025-10-31,Boeing,BA,Aerospace,201.02
2025-11-03,Boeing,BA,Aerospace,204.55
2025-11-04,Boeing,BA,Aerospace,198.05
2025-11-05,Boeing,BA,Aerospace,197.62
2025-11-06,Boeing,BA,Aerospace,196.5
2025-11-07,Boeing,BA,Aerospace,194.61
2025-11-10,Boeing,BA,Aerospace,194.81
2025-11-11,Boeing,BA,Aerospace,195.21
2025-11-12,Boeing,BA,Aerospace,195.5
2025-11-13,Boeing,BA,Aerospace,194.58
2025-11-14,Boeing,BA,Aerospace,194.52
2025-11-17,Boeing,BA,Aerospace,191.81
2025-11-18,Boeing,BA,Aerospace,189.63
2025-11-19,Boeing,BA,Aerospace,185.7
2025-11-20,Boeing,BA,Aerospace,179.38
2025-11-21,Boeing,BA,Aerospace,179.7
2025-11-24,Boeing,BA,Aerospace,179.12
2025-11-25,Boeing,BA,Aerospace,182.44
2025-11-26,Boeing,BA,Aerospace,186.92
2025-11-28,Boeing,BA,Aerospace,189.0
2025-12-01,Boeing,BA,Aerospace,186.46
2025-12-02,Boeing,BA,Aerospace,205.38
2025-12-03,Boeing,BA,Aerospace,202.54
2025-12-04,Boeing,BA,Aerospace,201.87
2025-12-05,Boeing,BA,Aerospace,201.89
2025-12-08,Boeing,BA,Aerospace,206.27
2025-12-09,Boeing,BA,Aerospace,200.37
2025-12-10,Boeing,BA,Aerospace,198.72
2025-12-11,Boeing,BA,Aerospace,200.71
2025-12-12,Boeing,BA,Aerospace,204.38
2025-12-15,Boeing,BA,Aerospace,205.5
2025-12-16,Boeing,BA,Aerospace,206.71
2025-12-17,Boeing,BA,Aerospace,206.33
2025-12-18,Boeing,BA,Aerospace,208.27
2025-12-19,Boeing,BA,Aerospace,214.08
2025-12-22,Boeing,BA,Aerospace,216.84
2025-12-23,Boeing,BA,Aerospace,216.85
2025-12-24,Boeing,BA,Aerospace,218.16
2025-12-26,Boeing,BA,Aerospace,216.44
2025-12-29,Boeing,BA,Aerospace,217.25
2025-12-30,Boeing,BA,Aerospace,218.5
2025-12-31,Boeing,BA,Aerospace,217.12
2026-01-02,Boeing,BA,Aerospace,227.77
2026-01-05,Boeing,BA,Aerospace,228.13
2026-01-06,Boeing,BA,Aerospace,229.84
2026-01-07,Boeing,BA,Aerospace,228.12
2026-01-08,Boeing,BA,Aerospace,227.38
2026-01-09,Boeing,BA,Aerospace,234.53
2026-01-12,Boeing,BA,Aerospace,239.81
2026-01-13,Boeing,BA,Aerospace,244.55
2026-01-14,Boeing,BA,Aerospace,242.61
2026-01-15,Boeing,BA,Aerospace,247.74
2026-01-16,Boeing,BA,Aerospace,247.68
2024-01-22,Bank of America,BAC,Financials,31.02
2024-01-23,Bank of America,BAC,Financials,31.23
2024-01-24,Bank of America,BAC,Financials,31.43
2024-01-25,Bank of America,BAC,Financials,31.82
2024-01-26,Bank of America,BAC,Financials,31.86
2024-01-29,Bank of America,BAC,Financials,32.03
2024-01-30,Bank of America,BAC,Financials,33.16
2024-01-31,Bank of America,BAC,Financials,32.42
2024-02-01,Bank of America,BAC,Financials,31.98
2024-02-02,Bank of America,BAC,Financials,31.9
2024-02-05,Bank of America,BAC,Financials,31.44
2024-02-06,Bank of America,BAC,Financials,31.49
2024-02-07,Bank of America,BAC,Financials,31.62
2024-02-08,Bank of America,BAC,Financials,31.57
2024-02-09,Bank of America,BAC,Financials,31.52
2024-02-12,Bank of America,BAC,Financials,32.04
2024-02-13,Bank of America,BAC,Financials,31.21
2024-02-14,Bank of America,BAC,Financials,31.58
2024-02-15,Bank of America,BAC,Financials,32.47
2024-02-16,Bank of America,BAC,Financials,32.49
2024-02-20,Bank of America,BAC,Financials,32.37
2024-02-21,Bank of America,BAC,Financials,32.12
2024-02-22,Bank of America,BAC,Financials,32.03
2024-02-23,Bank of America,BAC,Financials,32.33
2024-02-26,Bank of America,BAC,Financials,32.03
2024-02-27,Bank of America,BAC,Financials,32.67
2024-02-28,Bank of America,BAC,Financials,32.7
2024-02-29,Bank of America,BAC,Financials,33.13
2024-03-01,Bank of America,BAC,Financials,32.97
2024-03-04,Bank of America,BAC,Financials,33.74
2024-03-05,Bank of America,BAC,Financials,33.97
2024-03-06,Bank of America,BAC,Financials,34.0
2024-03-07,Bank of America,BAC,Financials,34.2
2024-03-08,Bank of America,BAC,Financials,34.17
2024-03-11,Bank of America,BAC,Financials,34.45
2024-03-12,Bank of America,BAC,Financials,34.52
2024-03-13,Bank of America,BAC,Financials,34.63
2024-03-14,Bank of America,BAC,Financials,34.26
2024-03-15,Bank of America,BAC,Financials,33.99
2024-03-18,Bank of America,BAC,Financials,34.56
2024-03-19,Bank of America,BAC,Financials,34.58
2024-03-20,Bank of America,BAC,Financials,35.27
2024-03-21,Bank of America,BAC,Financials,36.0
2024-03-22,Bank of America,BAC,Financials,35.56
2024-03-25,Bank of America,BAC,Financials,35.38
2024-03-26,Bank of America,BAC,Financials,35.6
2024-03-27,Bank of America,BAC,Financials,36.29
2024-03-28,Bank of America,BAC,Financials,36.4
2024-04-01,Bank of America,BAC,Financials,36.01
2024-04-02,Bank of America,BAC,Financials,35.8
2024-04-03,Bank of America,BAC,Financials,35.94
2024-04-04,Bank of America,BAC,Financials,35.44
2024-04-05,Bank of America,BAC,Financials,35.62
2024-04-08,Bank of America,BAC,Financials,35.99
2024-04-09,Bank of America,BAC,Financials,36.21
2024-04-10,Bank of America,BAC,Financials,35.18
2024-04-11,Bank of America,BAC,Financials,34.89
2024-04-12,Bank of America,BAC,Financials,34.35
